Lat,Long,Name,On_Yelp,Treated_Yelp,Review_count,Link,ID,Phone,Categories,Rating,City,Address,Treated_NonYelp,Num_control,Info_control,Zip,Control,Freq,City_code,Price,Amenities,Amenity_score,Takes_reservations,Offers_delivery,Parking_available,State,Geo_code,Review_count_before,Review_count_after,Rating_before,Rating_after
35.107364000000004,-106.550473,Black Angus Steakhouse,Y,N,134.0,https://www.yelp.com/biz/black-angus-steakhouse-albuquerque?adjust_creative=X1tIGiyfjABEeMQZlLqJVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=X1tIGiyfjABEeMQZlLqJVg,jIUY051LBixe4Ks-PabQZw,15052921911.0,"Steakhouses, Sports Bars, American (Traditional)",3.0,Albuquerque,"['2290 Wyoming Blvd', 'Albuquerque, NM 87112']",N,0.0,,87112,Y,1,9,$$,"Happy Hour Specials:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:No,Good For:Lunch, Dinner, Dessert,Parking:Private Lot,Bike Parking:No,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Intimate,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Best Nights:Fri,Coat Check:No,Smoking:No,Outdoor Seating:No,Wi-Fi:Free,Has TV:Yes,Caters:No,Has Pool Table:No",4,1,1,1,NM,Albuquerque_NM,31.0,57.0,3.4516129032258065,2.4210526315789473
47.15878677368161,-122.291748046875,Black Angus Steakhouse,Y,N,160.0,https://www.yelp.com/biz/black-angus-steakhouse-puyallup?adjust_creative=o6NWcctsZY7V2dWUCbEA8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=o6NWcctsZY7V2dWUCbEA8w,5ytVZhm_27QtA82I3NKvcA,12538411900.0,"Steakhouses, Sports Bars, American (Traditional)",3.5,Puyallup,"['203 35th Ave SE', 'Puyallup, WA 98374']",N,0.0,,98374,Y,1,1027,$$,"Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:Yes,Good For:Dinner,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Noise Level:Average,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Tue, Fri, Sat,Coat Check:No,Smoking:No,Outdoor Seating:No,Wi-Fi:No,Has TV:Yes,Waiter Service:Yes,Caters:No,Has Pool Table:No",3,1,1,1,WA,Puyallup_WA,46.0,42.0,3.260869565217391,3.0476190476190474
47.31583,-122.30249,Black Angus Steakhouse,Y,N,357.0,https://www.yelp.com/biz/black-angus-steakhouse-federal-way?adjust_creative=X1tIGiyfjABEeMQZlLqJVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=X1tIGiyfjABEeMQZlLqJVg,Jbbjr2iisD8hJ410CkdpuQ,12538398370.0,"Steakhouses, Sports Bars, American (Traditional)",3.0,Federal Way,"['2400 S 320th St', 'Federal Way, WA 98003']",N,0.0,,98003,Y,1,401,$$,"Happy Hour Specials:Yes,Kids Menu:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Lunch, Dinner,Parking:Private Lot,Bike Parking:No,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Fri, Sat, Sun,Coat Check:No,Smoking:No,Outdoor Seating:No,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Waiter Service:Yes,Caters:No,Has Pool Table:No",4,1,1,1,WA,Federal Way_WA,94.0,96.0,3.127659574468085,3.0208333333333335
47.16794,-122.51097,Black Angus Steakhouse,Y,N,207.0,https://www.yelp.com/biz/black-angus-steakhouse-lakewood-3?adjust_creative=o6NWcctsZY7V2dWUCbEA8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=o6NWcctsZY7V2dWUCbEA8w,kQUvR1FSYECsiuIZbdsi0Q,12535826900.0,"Steakhouses, Sports Bars, American (Traditional)",3.5,Lakewood,"['9905 Bridgeport Way SW', 'Lakewood, WA 98499']",N,0.0,,98499,Y,1,659,$$,"Happy Hour Specials:Yes,Kids Menu:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:Yes,Good For:Dinner,Parking:Private Lot,Bike Parking:Yes,Wheelchair Accessible:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual, Classy,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Tue, Wed, Thu,Smoking:No,Outdoor Seating:No,Wi-Fi:Free,Has TV:Yes,Waiter Service:Yes,Caters:No,Has Pool Table:No",4,1,1,1,WA,Lakewood_WA,53.0,71.0,3.2641509433962264,3.619718309859155
45.630793365363104,-122.666792979834,Black Angus Steakhouse,Y,N,229.0,https://www.yelp.com/biz/black-angus-steakhouse-vancouver?adjust_creative=wxOdKssmCr1HKHSL3hLR-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=wxOdKssmCr1HKHSL3hLR-Q,l_2Cpnowstz4eYAOValYzA,13606951506.0,"Steakhouses, Sports Bars, American (Traditional)",3.0,Vancouver,"['415 E 13th St', 'Vancouver, WA 98660']",N,0.0,,98660,Y,1,1311,$$,"Happy Hour Specials:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Good For:Dinner,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Fri, Sun,Coat Check:No,Smoking:No,Outdoor Seating:No,Wi-Fi:No,Has TV:Yes,Dogs Allowed:No,Waiter Service:Yes,Caters:No,Has Pool Table:No",3,1,1,1,WA,Vancouver_WA,63.0,67.0,3.2063492063492065,3.253731343283582
33.464859999999994,-112.35506,Black Angus Steakhouse,Y,N,196.0,https://www.yelp.com/biz/black-angus-steakhouse-goodyear?adjust_creative=X1tIGiyfjABEeMQZlLqJVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=X1tIGiyfjABEeMQZlLqJVg,vsdc5yC1kJ29CCjCMjD4Vg,16235358585.0,"Steakhouses, Sports Bars, American (Traditional)",3.5,Goodyear,"['13766 West McDowell Road', 'Goodyear, AZ 85338']",N,0.0,,85338,Y,1,489,$$,"Health Score:96 out of 100,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:No,Good For:Lunch, Dinner, Dessert,Parking:Private Lot,Bike Parking:Yes,Wheelchair Accessible:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Mon, Tue, Sat,Coat Check:No,Outdoor Seating:No,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Waiter Service:Yes,Caters:No,Has Pool Table:No",4,1,1,1,AZ,Goodyear_AZ,49.0,59.0,3.4285714285714284,3.4237288135593222
33.306489899999995,-111.89025,Black Angus Steakhouse,Y,N,211.0,https://www.yelp.com/biz/black-angus-steakhouse-chandler?adjust_creative=o6NWcctsZY7V2dWUCbEA8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=o6NWcctsZY7V2dWUCbEA8w,f1KNYRXm8fxIjb6rVdyk7Q,14808559449.0,"Steakhouses, Sports Bars, American (Traditional)",3.5,Chandler,"['2770 W Chandler Blvd', 'Chandler, AZ 85224']",N,0.0,,85224,Y,1,189,$$,"Health Score:93 out of 100,Happy Hour Specials:Yes,Kids Menu:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:No,Good For:Dinner,Parking:Private Lot,Bike Parking:Yes,Wheelchair Accessible:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Sun,Coat Check:No,Smoking:No,Outdoor Seating:Yes,Wi-Fi:No,Has TV:Yes,Dogs Allowed:No,Waiter Service:Yes,Caters:No,Has Pool Table:No",3,1,1,1,AZ,Chandler_AZ,41.0,65.0,3.8536585365853657,3.3076923076923075
33.39085,-111.68255,Black Angus Steakhouse,Y,N,143.0,https://www.yelp.com/biz/black-angus-steakhouse-mesa-2?adjust_creative=wxOdKssmCr1HKHSL3hLR-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=wxOdKssmCr1HKHSL3hLR-Q,qNDqXNl38BYYn2JWcXw4OQ,14808306900.0,"Steakhouses, Sports Bars, American (Traditional)",3.0,Mesa,"['6902 E Hampton Ave', 'Mesa, AZ 85209']",N,0.0,,85209,Y,1,776,$$,"Health Score:84 out of 100,Kids Menu:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Good For:Lunch, Dinner, Dessert,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual,Noise Level:Quiet,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Mon, Sat,Coat Check:No,Outdoor Seating:No,Wi-Fi:No,Has TV:Yes,Waiter Service:Yes,Caters:No,Has Pool Table:No",3,1,1,1,AZ,Mesa_AZ,31.0,55.0,3.2580645161290325,3.1818181818181817
33.5774803161621,-112.117958068848,Black Angus Steakhouse,Y,N,176.0,https://www.yelp.com/biz/black-angus-steakhouse-phoenix?adjust_creative=X1tIGiyfjABEeMQZlLqJVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=X1tIGiyfjABEeMQZlLqJVg,0Ryxx6uSpt4TOKYVGBekLQ,16029441517.0,"Steakhouses, Sports Bars, American (Traditional)",3.0,Phoenix,"['10021 Metro Pkwy E', 'Phoenix, AZ 85051']",N,0.0,,85051,Y,1,991,$$,"Health Score:85 out of 100,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Lunch, Dinner,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual, Classy,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Best Nights:Tue, Fri, Sun,Outdoor Seating:No,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Caters:No,Has Pool Table:No",4,1,1,1,AZ,Phoenix_AZ,36.0,58.0,3.388888888888889,3.0517241379310347
33.638819,-112.222786,Black Angus Steakhouse,Y,N,174.0,https://www.yelp.com/biz/black-angus-steakhouse-glendale?adjust_creative=o6NWcctsZY7V2dWUCbEA8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=o6NWcctsZY7V2dWUCbEA8w,CWlQcOcpSMRrHeaZkWoeJA,16238786200.0,"Steakhouses, Sports Bars, American (Traditional)",3.5,Glendale,"['7606 W Bell Rd', 'Glendale, AZ 85308']",N,0.0,,85308,Y,1,478,$$,"Health Score:92 out of 100,Happy Hour Specials:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Lunch, Dinner,Parking:Private Lot,Bike Parking:Yes,Wheelchair Accessible:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Tue, Wed, Fri,Outdoor Seating:No,Wi-Fi:No,Has TV:Yes,Dogs Allowed:No,Waiter Service:Yes,Caters:No,Has Pool Table:No",3,1,1,1,AZ,Glendale_AZ,46.0,71.0,2.9782608695652173,3.6619718309859155
